Age,Gender,Married,Education,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Property_Area,Loan_Status
39,Male,Yes,Graduate,31476,15511,75192,1,Rural,1
40,Female,No,Graduate,91175,21640,410852,1,Urban,1
35,Female,Yes,Graduate,55506,38850,337979,0,Rural,0
25,Male,Yes,Graduate,69496,1250,210576,1,Urban,1
57,Male,Yes,Graduate,78828,16608,385831,0,Urban,1
53,Male,Yes,Not Graduate,58217,10155,210202,0,Semiurban,1
56,Male,Yes,Not Graduate,80508,1658,477963,1,Urban,1
22,Female,Yes,Graduate,39188,39394,175839,0,Semiurban,1
48,Female,Yes,Graduate,50746,39671,71897,1,Rural,1
55,Female,Yes,Not Graduate,84094,7421,127330,1,Rural,1
22,Female,Yes,Not Graduate,30940,6513,222280,1,Semiurban,1
52,Male,Yes,Not Graduate,93919,25749,293162,1,Rural,1
52,Female,No,Graduate,50036,11680,275025,1,Rural,1
35,Female,No,Graduate,95262,26770,252288,1,Semiurban,1
22,Female,Yes,Graduate,54391,14404,104360,1,Semiurban,1
31,Male,No,Graduate,67549,1669,327998,0,Urban,0
32,Male,Yes,Graduate,12110,29325,126555,0,Semiurban,0
54,Female,No,Graduate,75551,36914,294186,1,Semiurban,1
50,Male,Yes,Graduate,39094,35875,326517,1,Semiurban,1
53,Male,Yes,Graduate,17273,2804,223946,1,Rural,1
52,Female,No,Graduate,74664,17677,162377,1,Semiurban,1
49,Female,Yes,Not Graduate,59622,7529,431031,1,Rural,1
31,Male,No,Graduate,56725,22123,369070,1,Rural,1
42,Female,Yes,Graduate,11882,16700,361391,0,Rural,0
28,Female,No,Not Graduate,91555,38013,436359,1,Semiurban,1
21,Male,No,Not Graduate,14448,10414,478417,0,Urban,0
24,Male,Yes,Graduate,87066,7056,112364,1,Urban,1
57,Male,No,Graduate,46372,14941,481475,1,Semiurban,1
21,Female,Yes,Graduate,88673,10481,123104,1,Semiurban,1
41,Female,No,Graduate,84351,19063,144514,1,Urban,1
56,Male,Yes,Graduate,69940,35970,76564,1,Urban,1
30,Male,No,Graduate,72430,8876,236772,1,Urban,1
51,Female,No,Graduate,84408,34878,75311,1,Urban,1
30,Female,Yes,Graduate,45346,12178,492441,1,Semiurban,1
28,Female,Yes,Graduate,83408,5088,356063,0,Urban,1
59,Female,Yes,Not Graduate,68341,29528,488268,1,Urban,1
44,Male,Yes,Not Graduate,81626,35359,446974,1,Urban,1
25,Female,Yes,Graduate,43675,12884,62249,1,Semiurban,1
38,Female,Yes,Graduate,68448,39342,492050,1,Urban,1
38,Male,Yes,Graduate,24048,11628,112039,0,Urban,1
33,Male,Yes,Graduate,75702,13696,449763,0,Semiurban,0
31,Male,Yes,Graduate,86295,14687,170586,1,Semiurban,1
25,Male,Yes,Graduate,87079,33271,329175,1,Semiurban,1
51,Female,No,Graduate,63774,10061,84584,1,Urban,1
35,Male,Yes,Graduate,29283,1725,430256,1,Semiurban,1
43,Female,No,Not Graduate,69508,38728,104105,0,Urban,1
45,Female,Yes,Not Graduate,15016,2977,480303,0,Semiurban,0
50,Female,No,Graduate,43714,36625,244621,1,Rural,1
50,Male,No,Not Graduate,95637,19511,430253,1,Urban,1
45,Male,No,Graduate,77691,39001,212039,0,Semiurban,1
23,Female,No,Graduate,87144,3726,109197,1,Semiurban,1
38,Male,Yes,Graduate,31523,19394,176834,0,Rural,1
52,Female,No,Graduate,71714,35385,331592,1,Rural,1
59,Male,No,Graduate,45833,26420,288448,1,Semiurban,1
32,Female,No,Graduate,67954,6035,340517,1,Urban,1
45,Female,Yes,Graduate,16069,35233,290637,1,Urban,1
37,Male,Yes,Graduate,56478,7783,126379,0,Urban,1
24,Male,Yes,Graduate,66566,10683,125248,1,Semiurban,1
33,Male,No,Graduate,66709,2345,285398,0,Urban,0
23,Male,Yes,Not Graduate,20997,39902,138514,1,Semiurban,1
39,Female,Yes,Graduate,74360,17448,244550,1,Urban,1
35,Female,Yes,Graduate,23596,20381,105385,0,Rural,0
54,Female,Yes,Graduate,94942,24874,455851,1,Rural,1
52,Male,No,Not Graduate,48231,32165,361167,1,Semiurban,1
38,Female,No,Graduate,44828,35572,204980,1,Urban,1
34,Female,Yes,Graduate,20985,18614,253894,0,Urban,0
57,Male,No,Graduate,82794,25276,303061,1,Semiurban,1
38,Female,No,Graduate,35838,7306,233057,0,Urban,1
46,Female,Yes,Graduate,13906,33001,208419,1,Rural,1
46,Male,No,Graduate,43497,31637,55797,1,Rural,1
47,Male,No,Graduate,77491,1000,247668,1,Urban,1
45,Male,No,Graduate,24946,25669,204697,1,Rural,1
34,Female,No,Not Graduate,11552,33224,66717,1,Semiurban,1
50,Male,Yes,Graduate,45951,19178,329394,0,Semiurban,0
21,Male,No,Graduate,29006,36031,116955,1,Urban,1
57,Male,Yes,Graduate,61241,19220,207033,1,Urban,1
35,Female,Yes,Graduate,66004,9933,176388,0,Urban,1
26,Male,Yes,Graduate,82285,36134,478964,1,Rural,1
47,Male,No,Graduate,64096,16681,275715,1,Urban,1
58,Male,Yes,Graduate,32596,36903,258617,1,Semiurban,1
46,Female,Yes,Graduate,64852,6208,162462,1,Semiurban,1
43,Female,No,Graduate,59552,15818,344273,1,Semiurban,1
23,Female,No,Graduate,69824,217,482743,0,Urban,0
28,Female,Yes,Graduate,65007,14990,254796,1,Semiurban,1
29,Male,Yes,Graduate,33417,32240,374057,1,Semiurban,1
36,Female,Yes,Graduate,24507,29631,435277,1,Rural,1
53,Male,Yes,Graduate,13689,29983,451174,1,Urban,1
59,Male,Yes,Graduate,64822,9468,330151,1,Semiurban,1
52,Female,No,Graduate,65903,10092,430541,1,Semiurban,1
22,Female,Yes,Not Graduate,29361,27181,399910,1,Rural,0
23,Male,Yes,Graduate,44384,22033,327836,1,Urban,1
58,Male,Yes,Graduate,17354,13951,155351,1,Rural,1
55,Male,Yes,Graduate,79559,13303,50490,1,Urban,1
40,Female,No,Not Graduate,58648,19653,258633,1,Urban,1
24,Female,Yes,Graduate,11783,36806,414878,0,Semiurban,0
52,Female,Yes,Graduate,66505,24719,53606,1,Urban,1
49,Male,Yes,Graduate,93165,12452,450534,1,Rural,1
56,Female,Yes,Graduate,57356,32247,170407,1,Urban,1
31,Female,Yes,Not Graduate,16886,16788,255246,1,Semiurban,0
59,Male,Yes,Graduate,14825,28902,271721,1,Urban,1
45,Male,Yes,Graduate,59705,21631,245279,1,Rural,1
43,Male,Yes,Graduate,22978,28087,222243,1,Urban,1
21,Male,Yes,Graduate,49985,19960,298307,1,Rural,1
24,Female,Yes,Not Graduate,20188,16239,346237,1,Urban,1
34,Female,No,Graduate,30068,29353,122368,0,Urban,1
57,Female,Yes,Graduate,47445,4031,425500,1,Semiurban,1
46,Male,Yes,Graduate,28938,5449,460949,0,Semiurban,0
24,Male,Yes,Graduate,78552,1232,278130,1,Rural,1
57,Female,No,Graduate,87253,23251,133829,1,Urban,1
43,Female,Yes,Graduate,47183,7300,341279,1,Semiurban,1
44,Male,No,Not Graduate,24367,7898,271301,1,Semiurban,0
26,Male,No,Graduate,60752,15000,66107,1,Urban,1
43,Female,Yes,Graduate,56394,12550,253127,1,Rural,1
32,Female,No,Not Graduate,87781,23861,232627,1,Urban,1
37,Female,Yes,Graduate,63012,11698,317416,1,Rural,1
44,Male,Yes,Graduate,61195,23442,291126,0,Semiurban,0
40,Male,Yes,Graduate,76619,3214,159258,1,Urban,1
46,Female,Yes,Not Graduate,19028,35829,187864,1,Semiurban,1
23,Male,Yes,Graduate,52793,35687,286664,1,Rural,1
33,Female,Yes,Graduate,21327,14695,438682,1,Urban,1
58,Male,Yes,Not Graduate,93119,22963,237079,1,Semiurban,1
49,Female,No,Graduate,86621,7841,433162,1,Rural,1
23,Male,Yes,Not Graduate,90609,20884,488666,1,Urban,1
48,Male,Yes,Graduate,26611,1586,376613,1,Semiurban,1
36,Male,Yes,Not Graduate,16964,29877,449804,1,Semiurban,0
58,Female,No,Graduate,60606,11756,393656,1,Urban,1
56,Male,Yes,Graduate,49751,17420,326864,1,Urban,1
54,Male,Yes,Graduate,98133,30584,465458,1,Urban,1
33,Male,Yes,Graduate,85650,33778,294949,1,Urban,1
28,Male,No,Graduate,77898,26925,452712,1,Urban,1
31,Female,Yes,Graduate,21329,35399,493929,1,Semiurban,1
27,Female,No,Graduate,95427,6208,307989,1,Semiurban,1
34,Female,Yes,Graduate,71202,20360,246850,1,Urban,1
28,Female,Yes,Not Graduate,70090,1469,436616,0,Semiurban,0
56,Male,No,Graduate,16044,32182,460448,1,Urban,1
26,Male,Yes,Graduate,80725,2952,312497,1,Semiurban,1
31,Male,Yes,Graduate,15732,25708,397170,1,Rural,1
54,Female,Yes,Graduate,15299,10624,354011,1,Rural,1
44,Female,Yes,Graduate,67970,23754,484976,1,Semiurban,1
34,Male,Yes,Graduate,71540,10062,444294,1,Rural,1
25,Female,No,Graduate,78916,18911,79444,1,Urban,1
42,Female,No,Not Graduate,34712,4778,371321,1,Semiurban,1
38,Male,Yes,Not Graduate,12648,26968,124071,0,Semiurban,0
31,Male,Yes,Graduate,41292,36495,350519,1,Rural,1
57,Male,Yes,Graduate,56159,308,322712,0,Semiurban,0
41,Male,Yes,Graduate,41014,33436,448770,1,Semiurban,1
40,Female,Yes,Graduate,33827,7444,57126,1,Urban,1
27,Female,Yes,Graduate,29670,15529,408710,1,Semiurban,1
46,Male,Yes,Graduate,87554,375,300948,0,Semiurban,0
44,Female,Yes,Graduate,93243,15776,234264,1,Urban,1
23,Female,No,Graduate,42579,39307,390575,1,Semiurban,1
23,Male,No,Graduate,44782,311,295452,1,Semiurban,1
27,Female,Yes,Graduate,19605,37993,62363,1,Semiurban,1
46,Male,No,Not Graduate,80386,7867,173068,1,Semiurban,1
52,Female,Yes,Graduate,98585,11778,128159,1,Rural,1
35,Male,Yes,Graduate,69431,34185,462004,1,Semiurban,1
21,Female,Yes,Graduate,56935,24173,245049,1,Urban,1
45,Female,Yes,Graduate,44153,1376,280403,1,Urban,1
37,Female,Yes,Graduate,23105,10743,310598,1,Urban,1
23,Female,Yes,Graduate,11034,33455,471904,1,Rural,1
47,Female,No,Graduate,54521,8047,486250,1,Urban,1
22,Female,Yes,Graduate,30041,30298,251602,1,Rural,1
28,Male,No,Not Graduate,44001,18375,54508,1,Urban,1
44,Male,Yes,Not Graduate,73189,3283,480522,1,Rural,1
29,Male,Yes,Graduate,89181,32414,202169,0,Urban,1
32,Female,Yes,Not Graduate,17628,29870,489702,1,Urban,1
55,Male,Yes,Graduate,76689,31304,91596,1,Urban,1
23,Female,No,Graduate,38020,20106,493810,0,Urban,0
37,Female,Yes,Graduate,29959,20624,102052,1,Semiurban,1
28,Male,Yes,Graduate,41002,34269,439939,1,Rural,1
40,Male,Yes,Not Graduate,17419,19390,289861,1,Semiurban,0
30,Female,Yes,Graduate,61512,9572,416943,1,Urban,1
40,Male,Yes,Graduate,21551,37846,428929,1,Urban,1
53,Male,No,Graduate,58060,31804,337755,1,Rural,1
29,Female,Yes,Not Graduate,46953,10550,148761,1,Rural,1
51,Male,No,Graduate,51574,1702,422015,1,Urban,1
26,Male,Yes,Not Graduate,27758,17901,275857,0,Rural,0
56,Male,Yes,Graduate,34129,19078,297684,1,Rural,1
26,Male,Yes,Graduate,27515,10715,337002,1,Semiurban,1
39,Female,Yes,Graduate,63422,15023,263278,1,Rural,1
56,Male,No,Graduate,63684,2888,358332,1,Semiurban,1
36,Male,No,Graduate,68177,883,379013,1,Urban,1
45,Female,Yes,Graduate,39566,33927,101275,1,Semiurban,1
29,Female,Yes,Graduate,45278,21880,363243,0,Urban,1
37,Female,No,Graduate,79279,36392,97651,1,Urban,1
56,Female,No,Graduate,15081,39481,329229,0,Semiurban,0
30,Male,No,Graduate,45110,36379,449952,0,Urban,0
23,Male,No,Graduate,25274,35023,122116,0,Urban,0
21,Female,Yes,Not Graduate,33575,25259,167611,0,Rural,1
32,Female,Yes,Graduate,52584,13071,235257,1,Semiurban,1
40,Female,Yes,Graduate,92749,19342,453254,1,Urban,1
25,Female,No,Graduate,75008,16811,285887,1,Urban,1
28,Male,Yes,Graduate,60612,10924,208423,1,Rural,1
33,Male,Yes,Graduate,76555,20648,190537,1,Semiurban,1
28,Female,Yes,Graduate,74234,5370,134311,0,Rural,1
34,Female,Yes,Not Graduate,66538,19098,317158,1,Urban,1
36,Male,Yes,Graduate,40479,3355,119082,1,Urban,1
40,Male,Yes,Graduate,88458,37382,277843,1,Rural,1
49,Female,Yes,Graduate,76489,2853,313035,1,Rural,1
32,Male,Yes,Graduate,76089,35874,316744,1,Rural,1
22,Female,No,Graduate,42093,34101,70958,1,Semiurban,1
33,Female,Yes,Graduate,33564,13166,409451,1,Urban,1
58,Female,Yes,Graduate,15994,12711,101141,1,Rural,1
51,Male,Yes,Graduate,42688,30343,296757,1,Rural,1
46,Female,Yes,Graduate,90164,20734,102493,0,Urban,1
50,Female,Yes,Graduate,57792,5451,254223,0,Urban,1
48,Female,Yes,Graduate,61957,93,487416,0,Rural,0
22,Female,Yes,Graduate,72764,18747,168868,1,Urban,1
42,Female,Yes,Not Graduate,40738,8104,317857,1,Urban,1
33,Male,Yes,Graduate,64112,2125,232654,1,Urban,1
31,Male,Yes,Not Graduate,34419,28333,382319,1,Rural,1
51,Female,No,Not Graduate,55236,31119,171700,1,Urban,1
21,Female,No,Graduate,62960,7939,310389,1,Rural,1
58,Male,Yes,Not Graduate,75487,31750,292239,0,Rural,0
40,Female,Yes,Not Graduate,24675,6310,134279,1,Rural,1
54,Female,Yes,Not Graduate,99902,5774,280814,1,Rural,1
50,Male,Yes,Graduate,68081,8073,434373,0,Rural,0
36,Female,Yes,Graduate,56767,1868,187141,1,Semiurban,1
28,Male,Yes,Not Graduate,57581,21011,396167,1,Semiurban,1
33,Male,Yes,Graduate,78961,37176,87301,1,Urban,1
47,Male,Yes,Graduate,61209,289,446340,1,Rural,1
58,Female,Yes,Graduate,80634,32899,291401,1,Semiurban,1
34,Female,No,Graduate,23940,805,475619,1,Rural,0
36,Female,No,Not Graduate,97417,16550,127564,1,Rural,1
51,Male,Yes,Not Graduate,75604,28369,427979,1,Urban,1
52,Male,Yes,Not Graduate,42966,29825,465535,1,Rural,1
46,Female,Yes,Graduate,30602,12493,87323,1,Semiurban,1
31,Female,Yes,Graduate,33493,11484,219921,0,Urban,1
56,Male,No,Not Graduate,25800,30709,412916,1,Rural,0
42,Female,No,Not Graduate,13415,30994,80986,1,Urban,1
58,Male,Yes,Graduate,44809,36995,483527,1,Urban,1
